ID,Sura_No,Verse_No,Word_No,Segment_No,Word,Without_Diacritics,Segmented_Word,Morph_Tag,Morph_Type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Gloss
33311,14,25,7,2,وَيَضْرِبُ,ويضرب,ي,IMPERF_PREF,Prefix,,,,,,,,,and-allah-sets-forth
33311,14,25,7,3,وَيَضْرِبُ,ويضرب,ضرب,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah-sets-forth
33312,14,25,8,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,and-allah-sets-forth
33312,14,25,8,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah-sets-forth
33313,14,25,9,1,الْأَمْثَالَ,الأمثال,ال,DET,Prefix,,DEF_ART,,,,,,,the-examples
33313,14,25,9,2,الْأَمْثَالَ,الأمثال,أمثال,NOUN_ABSTRACT,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,the-examples
33314,14,25,10,1,لِلنَّاسِ,للناس,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,for-mankind
33314,14,25,10,2,لِلنَّاسِ,للناس,ال,DET,Prefix,,DEF_ART,,,,,,,for-mankind
33314,14,25,10,3,لِلنَّاسِ,للناس,ناس,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,for-mankind
33315,14,25,11,1,لَعَلَّهُمْ,لعلهم,لعل,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,so-that-they-may
33315,14,25,11,2,لَعَلَّهُمْ,لعلهم,هم,POSS_PRON,Suffix,,JONT_PRON,SUBJ_COP_PART,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,so-that-they-may
33316,14,25,12,1,يَتَذَكَّرُونَ,يتذكرون,ي,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,remember
33316,14,25,12,2,يَتَذَكَّرُونَ,يتذكرون,تذكر,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,VERB_SNT,PART_COP_PRED,remember
33316,14,25,12,3,يَتَذَكَّرُونَ,يتذكرون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,remember
33317,14,26,1,1,وَمَثَلُ,ومثل,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-(the)-example
33317,14,26,1,2,وَمَثَلُ,ومثل,مثل,NOUN_ABSTRACT,Stem,,DECLN,SUBJ,CONSTRUCT,NOMINATIVE,DHAMMA,,,and-(the)-example
33318,14,26,2,1,كَلِمَةٍ,كلمة,كلم,NOUN_ABSTRACT,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-a-word
33318,14,26,2,2,كَلِمَةٍ,كلمة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,(of)-a-word
33319,14,26,3,1,خَبِيثَةٍ,خبيثة,خبيث,ADJ_QUALIT,Stem,,DECLN,ADJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,evil
33319,14,26,3,2,خَبِيثَةٍ,خبيثة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,evil
33320,14,26,4,1,كَشَجَرَةٍ,كشجرة,ك,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,PHRASE,PRED,(is)-like-a-tree
33320,14,26,4,2,كَشَجَرَةٍ,كشجرة,شجر,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,(is)-like-a-tree
33320,14,26,4,3,كَشَجَرَةٍ,كشجرة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,(is)-like-a-tree
33320,14,26,4,4,كَشَجَرَةٍ,كشجرة,(null),CASE_DEF_ACC,Suffix,,,,,,,,,(is)-like-a-tree
33321,14,26,5,1,خَبِيثَةٍ,خبيثة,خبيث,ADJ_QUALIT,Stem,,DECLN,ADJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,evil
33321,14,26,5,2,خَبِيثَةٍ,خبيثة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,evil
33322,14,26,6,1,اجْتُثَّتْ,اجتثت,اجتث,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,uprooted
33322,14,26,6,2,اجْتُثَّتْ,اجتثت,ت,SUFF_FEM_TA,Suffix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,uprooted
33323,14,26,7,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,from
33324,14,26,8,1,فَوْقِ,فوق,فوق,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,the-surface
33325,14,26,9,1,الْأَرْضِ,الأرض,ال,DET,Prefix,,DEF_ART,,,,,,,(of)-the-earth
33325,14,26,9,2,الْأَرْضِ,الأرض,أرض,NOUN_CONCRETE,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-the-earth
33325,14,26,9,3,الْأَرْضِ,الأرض,(null),CASE_DEF_GEN,Suffix,,,,,,,,,(of)-the-earth
33326,14,26,10,1,مَا,ما,ما,NEG_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,not
33327,14,26,11,1,لَهَا,لها,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,PHRASE,PRED,for-it
33327,14,26,11,2,لَهَا,لها,ها,PRON,Stem,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,for-it
33328,14,26,12,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(is)-any
33329,14,26,13,1,قَرَارٍ,قرار,قرار,GERUND,Stem,,DECLN,SUBJ_DELA,NOT_CONSTRUCT,NOMINATIVE,KASRA,,,stability
33330,14,27,1,1,يُثَبِّتُ,يثبت,ي,IMPERF_PREF,Prefix,,,,,,,,,allah-keeps-firm
33330,14,27,1,2,يُثَبِّتُ,يثبت,ثبت,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,allah-keeps-firm
33331,14,27,2,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,allah-keeps-firm
33331,14,27,2,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,allah-keeps-firm
33332,14,27,3,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,those-who
33333,14,27,4,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believe
33333,14,27,4,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe
33334,14,27,5,1,بِالْقَوْلِ,بالقول,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,with-the-firm-word
33334,14,27,5,2,بِالْقَوْلِ,بالقول,ال,DET,Prefix,,DEF_ART,,,,,,,with-the-firm-word
33334,14,27,5,3,بِالْقَوْلِ,بالقول,قول,GERUND,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,with-the-firm-word
33335,14,27,6,1,الثَّابِتِ,الثابت,ال,DET,Prefix,,DEF_ART,,,,,,,with-the-firm-word
33335,14,27,6,2,الثَّابِتِ,الثابت,ثابت,NOUN_ACTIVE_PART,Stem,,DECLN,ADJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,with-the-firm-word
33336,14,27,7,1,فِي,في,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in
33337,14,27,8,1,الْحَيَاةِ,الحياة,ال,DET,Prefix,,DEF_ART,,,,,,,the-life
33337,14,27,8,2,الْحَيَاةِ,الحياة,حيا,GERUND,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-life
33337,14,27,8,3,الْحَيَاةِ,الحياة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,the-life
33337,14,27,8,4,الْحَيَاةِ,الحياة,(null),CASE_DEF_GEN,Suffix,,,,,,,,,the-life
33338,14,27,9,1,الدُّنْيَا,الدنيا,ال,DET,Prefix,,DEF_ART,,,,,,,(of)-the-world
33338,14,27,9,2,الدُّنْيَا,الدنيا,دنيا,NOUN_ABSTRACT,Stem,,DECLN,ADJ,NOT_CONSTRUCT,GENITIVE,IMP_KASRA,,,(of)-the-world
33339,14,27,10,1,وَفِي,وفي,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-in
33339,14,27,10,2,وَفِي,وفي,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-in
33340,14,27,11,1,الْآخِرَةِ,الآخرة,ال,DET,Prefix,,DEF_ART,,,,,,,the-hereafter
33340,14,27,11,2,الْآخِرَةِ,الآخرة,آخر,NOUN_ACTIVE_PART,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-hereafter
33340,14,27,11,3,الْآخِرَةِ,الآخرة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,the-hereafter
33340,14,27,11,4,الْآخِرَةِ,الآخرة,(null),CASE_DEF_GEN,Suffix,,,,,,,,,the-hereafter
33341,14,27,12,1,وَيُضِلُّ,ويضل,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-allah-lets-go-astray
33341,14,27,12,2,وَيُضِلُّ,ويضل,ي,IMPERF_PREF,Prefix,,,,,,,,,and-allah-lets-go-astray
33341,14,27,12,3,وَيُضِلُّ,ويضل,ضل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah-lets-go-astray
33342,14,27,13,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,and-allah-lets-go-astray
33342,14,27,13,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah-lets-go-astray
33343,14,27,14,1,الظَّالِمِينَ,الظالمين,ال,DET,Prefix,,DEF_ART,,,,,,,the-wrongdoers
33343,14,27,14,2,الظَّالِمِينَ,الظالمين,ظالم,NOUN_ACTIVE_PART,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,YAA,,,the-wrongdoers
33343,14,27,14,3,الظَّالِمِينَ,الظالمين,ين,NSUFF_MASC_PL_GEN,Suffix,,,,,,,,,the-wrongdoers
33344,14,27,15,1,وَيَفْعَلُ,ويفعل,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-allah-does
33344,14,27,15,2,وَيَفْعَلُ,ويفعل,ي,IMPERF_PREF,Prefix,,,,,,,,,and-allah-does
33344,14,27,15,3,وَيَفْعَلُ,ويفعل,فعل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah-does
33345,14,27,16,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,and-allah-does
33345,14,27,16,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah-does
33346,14,27,17,1,مَا,ما,ما,REL_PRON,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,what
33347,14,27,18,1,يَشَاءُ,يشاء,ي,IMPERF_PREF,Prefix,,,,,,,,,he-wills
33347,14,27,18,2,يَشَاءُ,يشاء,شاء,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,he-wills
33348,14,28,1,1,أَلَمْ,ألم,أ,INTERROG,Prefix,,INVAR,PART_INTERROG,NOT_CONSTRUCT,INVARIABLE,FATHA,,,have-not
33348,14,28,1,2,أَلَمْ,ألم,لم,JUSSIVE_PART,Stem,,INVAR,PART_JUSSIVE,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,have-not
33349,14,28,2,1,تَرَ,تر,ت,IMPERF_PREF,Prefix,,,,,,,,,you-seen
33349,14,28,2,2,تَرَ,تر,ر,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_VOWEL,,,you-seen
33350,14,28,3,1,إِلَى,إلى,إلى,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[to]
33351,14,28,4,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,FATHA,,,those-who
33352,14,28,5,1,بَدَّلُوا,بدلوا,بدل,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,(have)-changed
33352,14,28,5,2,بَدَّلُوا,بدلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,(have)-changed
33353,14,28,6,1,نِعْمَتَ,نعمت,نعم,NOUN_ABSTRACT,Stem,,DECLN,OBJ,CONSTRUCT,ACCUSATIVE,FATHA,,,(the)-favor
33353,14,28,6,2,نِعْمَتَ,نعمت,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,(the)-favor
33354,14,28,7,1,اللَّهِ,الله,ال,DET,Prefix,,,,,,,,,(of)-allah
33354,14,28,7,2,اللَّهِ,الله,له,NOUN_PROP,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-allah
33355,14,28,8,1,كُفْرَاً,كفرا,كفر,GERUND,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,(for)-disbelief
33355,14,28,8,2,كُفْرَاً,كفرا,ا,CASE_INDEF_(ACC_GEN),Suffix,,,,,,,,,(for)-disbelief
33356,14,28,9,1,وَأَحَلُّوا,وأحلوا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-they-led
33356,14,28,9,2,وَأَحَلُّوا,وأحلوا,أحل,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,and-they-led
33356,14,28,9,3,وَأَحَلُّوا,وأحلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,and-they-led
33357,14,28,10,1,قَوْمَهُمْ,قومهم,قوم,NOUN_CONCRETE,Stem,,DECLN,OBJ,CONSTRUCT,ACCUSATIVE,FATHA,,,their-people
33357,14,28,10,2,قَوْمَهُمْ,قومهم,هم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,their-people
33358,14,28,11,1,دَارَ,دار,دار,NOUN_CONCRETE,Stem,,DECLN,OBJ,CONSTRUCT,ACCUSATIVE,FATHA,,,(to-the)-house
33359,14,28,12,1,الْبَوَارِ,البوار,ال,DET,Prefix,,DEF_ART,,,,,,,(of)-destruction
33359,14,28,12,2,الْبَوَارِ,البوار,بوار,GERUND,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-destruction
33360,14,29,1,1,جَهَنَّمَ,جهنم,جهنم,FOREIGN,Stem,,DECLN,APPOS,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,hell
33361,14,29,2,1,يَصْلَوْنَهَا,يصلونها,ي,IMPERF_PREF,Prefix,,,,,,,,,(in)-it-they-will-burn
33361,14,29,2,2,يَصْلَوْنَهَا,يصلونها,صل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,NUN,,,(in)-it-they-will-burn
33361,14,29,2,3,يَصْلَوْنَهَا,يصلونها,ون,SUBJ_PRON,Suffix,,,AGNT,,,,,,(in)-it-they-will-burn
33361,14,29,2,4,يَصْلَوْنَهَا,يصلونها,ها,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,(in)-it-they-will-burn
33361,14,29,2,5,يَصْلَوْنَهَا,يصلونها,None,None,Other_i3rab,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,(in)-it-they-will-burn
33361,14,29,2,6,يَصْلَوْنَهَا,يصلونها,None,None,Other_i3rab,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,(in)-it-they-will-burn
33362,14,29,3,1,وَبِئْسَ,وبئس,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-a-wretched
33362,14,29,3,2,وَبِئْسَ,وبئس,بئس,UNINFLECTED_VERB,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-a-wretched
33363,14,29,4,1,الْقَرَارُ,القرار,ال,DET,Prefix,,DEF_ART,,,,,,,place-to-settle
33363,14,29,4,2,الْقَرَارُ,القرار,قرار,GERUND,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,place-to-settle
33363,14,29,4,3,الْقَرَارُ,القرار,(null),CASE_DEF_GEN,Suffix,,,,,,,,,place-to-settle
33364,14,30,1,1,وَجَعَلُوا,وجعلوا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-they-set-up
33364,14,30,1,2,وَجَعَلُوا,وجعلوا,جعل,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,and-they-set-up
33364,14,30,1,3,وَجَعَلُوا,وجعلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,and-they-set-up
33365,14,30,2,1,لِلَّهِ,لله,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,to-allah
33365,14,30,2,2,لِلَّهِ,لله,له,NOUN_PROP,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,to-allah
33366,14,30,3,1,أَنْدَادَاً,أندادا,أنداد,NOUN_CONCRETE,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,equals
33366,14,30,3,2,أَنْدَادَاً,أندادا,ا,CASE_INDEF_(ACC_GEN),Suffix,,,,,,,,,equals
33367,14,30,4,1,لِيُضِلُّوا,ليضلوا,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,so-that-they-mislead
33367,14,30,4,2,لِيُضِلُّوا,ليضلوا,ي,IMPERF_PREF,Prefix,,,,,,,,,so-that-they-mislead
33367,14,30,4,3,لِيُضِلُّوا,ليضلوا,ضل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,DEL_NUN,,,so-that-they-mislead
33367,14,30,4,4,لِيُضِلُّوا,ليضلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,so-that-they-mislead
33368,14,30,5,1,عَنْ,عن,عن,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,from
33369,14,30,6,1,سَبِيلِهِ,سبيله,سبيل,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,his-path
33369,14,30,6,2,سَبِيلِهِ,سبيله,ه,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,his-path
33370,14,30,7,1,قُلْ,قل,قل,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
33371,14,30,8,1,تَمَتَّعُوا,تمتعوا,تمتع,PV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,DEL_NUN,,,enjoy
33371,14,30,8,2,تَمَتَّعُوا,تمتعوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,enjoy
33372,14,30,9,1,فَإِنَّ,فإن,ف,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but-indeed
33372,14,30,9,2,فَإِنَّ,فإن,أن,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but-indeed
33373,14,30,10,1,مَصِيرَكُمْ,مصيركم,مصير,GERUND_MEEM,Stem,,DECLN,SUBJ_COP_PART,CONSTRUCT,ACCUSATIVE,FATHA,,,your-destination
33373,14,30,10,2,مَصِيرَكُمْ,مصيركم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,your-destination
33374,14,30,11,1,إِلَى,إلى,إلى,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,PHRASE,PART_COP_PRED,(is)-to
33375,14,30,12,1,النَّارِ,النار,ال,DET,Prefix,,DEF_ART,,,,,,,the-fire
33375,14,30,12,2,النَّارِ,النار,نار,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-fire
33376,14,31,1,1,قُلْ,قل,قل,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
33377,14,31,2,1,لِعِبَادِيَ,لعبادي,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,to-my-slaves
33377,14,31,2,2,لِعِبَادِيَ,لعبادي,عباد,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,to-my-slaves
33377,14,31,2,3,لِعِبَادِيَ,لعبادي,ي,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,FATHA,,,to-my-slaves
33378,14,31,3,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,ADJ,NOT_CONSTRUCT,GENITIVE,FATHA,,,those-who
33379,14,31,4,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believe
33379,14,31,4,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe
33380,14,31,5,1,يُقِيمُوا,يقيموا,ي,IMPERF_PREF,Prefix,,,,,,,,,(to)-establish
33380,14,31,5,2,يُقِيمُوا,يقيموا,قيم,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,(to)-establish
33380,14,31,5,3,يُقِيمُوا,يقيموا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,(to)-establish
33381,14,31,6,1,الصَّلَاةَ,الصلاة,ال,DET,Prefix,,DEF_ART,,,,,,,the-prayers
33381,14,31,6,2,الصَّلَاةَ,الصلاة,صلا,GERUND,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,the-prayers
33381,14,31,6,3,الصَّلَاةَ,الصلاة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,the-prayers
33382,14,31,7,1,وَيُنْفِقُوا,وينفقوا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-(to)-spend
33382,14,31,7,2,وَيُنْفِقُوا,وينفقوا,ي,IMPERF_PREF,Prefix,,,,,,,,,and-(to)-spend
33382,14,31,7,3,وَيُنْفِقُوا,وينفقوا,نفق,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,and-(to)-spend
33382,14,31,7,4,وَيُنْفِقُوا,وينفقوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,and-(to)-spend
33383,14,31,8,1,مِمَّا,مما,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,from-what
33383,14,31,8,2,مِمَّا,مما,ما,REL_PRON,Suffix,,REL_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,from-what
33384,14,31,9,1,رَزَقْنَاهُمْ,رزقناهم,رزق,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,we-have-provided-them
33384,14,31,9,2,رَزَقْنَاهُمْ,رزقناهم,نا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,we-have-provided-them
33384,14,31,9,3,رَزَقْنَاهُمْ,رزقناهم,هم,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,we-have-provided-them
33385,14,31,10,1,سِرَّاً,سرا,سر,NOUN_ABSTRACT,Stem,,DECLN,CIRCUM,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,secretly
33385,14,31,10,2,سِرَّاً,سرا,ا,CASE_INDEF_(ACC_GEN),Suffix,,,,,,,,,secretly
33386,14,31,11,1,وَعَلَانِيَةً,وعلانية,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-publicly
33386,14,31,11,2,وَعَلَانِيَةً,وعلانية,علان,GERUND_PROFESSION,Stem,,DECLN,CONJ_N,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,and-publicly
33386,14,31,11,3,وَعَلَانِيَةً,وعلانية,ي,RELATIVE_YA,Suffix,,,,,,,,,and-publicly
33386,14,31,11,4,وَعَلَانِيَةً,وعلانية,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,and-publicly
33387,14,31,12,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,before
33388,14,31,13,1,قَبْلِ,قبل,قبل,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,before
33389,14,31,14,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,INVAR,SUBOR_CONJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[that]
33390,14,31,15,1,يَأْتِيَ,يأتي,ي,IMPERF_PREF,Prefix,,,,,,,,,comes
33390,14,31,15,2,يَأْتِيَ,يأتي,أتي,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,comes
33391,14,31,16,1,يَوْمٌ,يوم,يوم,NOUN_ABSTRACT,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,a-day
